3,0,1,0,2,1,1,0,1,0,1,2,1,0,2,2,2,3,5,0,0,0,1,1,3,3,3,2,3,5,1,1,2,1,1,1,0,0,1,0,1,1,0,3,100,south_EU,2,1,2,1,2,1,1,2,1,2,10
5,?,?,?,2,0,2,1,0,0,1,3,1,0,3,2,2,1,2,0,1,0,0,0,1,3,3,3,3,5,1,1,?,2,1,0,?,?,?,1,1,1,1,3,100,south_EU,2,3,1,2,1,1,1,2,2,?,10
1,1,1,0,2,1,2,1,0,0,1,2,1,1,4,3,3,3,3,0,1,0,0,1,3,1,2,3,2,3,?,?,1,1,1,1,0,1,1,0,1,0,0,3,30,south_EU,2,3,2,2,1,1,1,?,3,1,4
3,0,0,1,?,0,3,?,?,?,1,2,?,?,1,1,2,3,4,0,1,0,0,?,1,?,?,?,?,1,0,1,1,1,0,0,?,?,?,?,?,?,0,2,0,south_EU,2,2,1,1,1,?,1,?,1,?,0
4,1,0,1,2,0,3,1,0,0,1,2,1,0,3,2,2,2,5,0,0,0,1,0,1,3,3,3,3,3,?,1,?,2,1,0,0,1,0,?,?,1,0,1,100,south_EU,2,3,1,1,2,1,1,2,2,1,20
2,1,0,1,3,0,3,1,0,0,1,2,?,?,2,2,4,3,5,0,0,0,1,0,1,3,3,3,3,3,?,1,?,?,1,0,0,0,1,?,?,1,0,1,100,south_EU,?,3,2,2,2,1,?,?,2,1,20
2,1,0,0,3,0,2,1,0,0,1,3,1,1,3,2,2,2,3,0,0,1,0,0,1,3,3,2,1,3,1,1,1,2,1,0,?,?,?,1,0,1,1,3,100,south_EU,2,1,2,2,2,1,1,?,2,2,15
1,1,0,0,3,0,2,1,0,0,1,1,1,1,3,2,2,3,4,0,0,1,0,0,1,3,3,2,2,2,1,1,1,2,1,0,?,?,?,1,0,1,1,3,100,south_EU,2,2,2,2,2,1,1,?,2,2,9
2,1,0,0,1,1,2,1,0,0,1,2,1,0,4,2,2,3,4,0,1,0,0,1,3,1,3,3,3,2,1,1,2,2,1,1,0,0,1,1,0,1,1,2,30,south_EU,2,3,1,2,2,1,1,1,3,1,8
5,0,0,1,2,1,3,0,1,0,1,3,1,0,4,2,2,2,4,0,0,1,0,1,3,1,3,2,2,2,1,2,1,2,1,1,0,0,1,1,0,1,1,3,90,south_EU,3,2,1,2,1,1,1,2,3,1,10
3,?,?,?,2,0,3,1,0,0,1,1,1,1,3,2,1,3,5,0,0,1,0,1,1,2,3,3,3,1,1,1,1,2,1,0,?,?,?,?,?,1,1,3,100,south_EU,1,3,2,2,1,1,?,?,2,1,20
5,0,1,0,2,1,2,1,0,0,1,3,1,0,3,3,2,1,5,0,0,1,0,1,2,1,2,3,2,5,1,2,1,2,1,0,1,0,1,0,1,0,1,3,100,south_EU,2,3,2,2,2,1,1,2,3,1,20
2,1,0,0,1,1,2,1,0,0,1,1,1,0,3,2,3,2,3,0,1,0,0,1,3,2,3,2,2,1,1,2,2,2,1,1,0,1,1,0,1,1,1,3,2,south_EU,2,3,2,1,2,1,1,2,2,1,5
4,?,?,?,2,0,3,1,0,0,1,2,0,1,4,2,2,3,5,0,0,1,1,1,1,3,3,2,2,1,1,2,2,2,1,0,?,?,?,0,1,1,0,3,100,south_EU,1,3,2,3,1,1,?,?,1,1,20
2,0,1,0,2,1,2,1,0,0,1,1,1,0,3,2,2,2,5,0,1,0,0,1,2,2,3,2,2,4,1,2,2,2,1,0,0,1,1,1,0,1,1,3,100,south_EU,3,2,1,2,1,1,1,2,3,2,5
2,1,0,0,2,1,2,0,1,0,1,2,1,0,3,2,2,2,4,0,0,1,0,1,3,3,3,3,3,2,0,2,2,2,1,1,1,0,1,0,1,1,0,2,100,south_EU,2,3,2,2,1,1,1,2,2,1,10
3,0,1,0,2,0,2,1,0,0,1,1,0,1,4,3,2,3,4,0,0,1,0,1,1,2,3,3,2,3,0,1,1,2,1,0,?,?,?,0,1,1,1,3,100,south_EU,2,3,2,2,2,1,1,1,2,1,15
3,0,1,0,2,1,2,0,1,0,1,2,1,0,4,3,2,2,5,0,1,0,0,1,2,2,3,3,3,3,1,2,1,2,1,0,0,0,1,1,0,1,1,2,100,south_EU,2,2,2,2,2,1,0,1,3,1,10
3,0,1,0,2,1,2,0,1,0,1,2,0,1,4,2,2,3,5,0,1,0,0,1,3,3,3,3,3,5,1,2,2,2,1,1,0,1,1,0,1,1,0,3,30,south_EU,3,3,2,2,2,1,1,2,3,1,0
2,?,?,?,3,0,3,0,1,0,1,2,1,0,4,2,4,1,2,1,0,0,0,0,1,2,3,1,3,1,0,1,?,2,1,0,0,0,1,0,1,1,0,1,10,south_EU,3,1,1,2,1,1,1,2,3,1,6
4,1,0,1,3,1,2,1,0,0,1,1,1,1,4,1,2,2,5,0,1,0,0,1,3,1,2,3,1,5,1,3,2,2,1,1,1,1,1,0,1,0,1,1,100,central_EU,3,2,2,2,1,1,1,2,3,1,6
4,0,0,1,2,1,1,1,0,0,1,1,0,1,3,2,3,2,5,0,0,1,0,1,3,1,2,3,3,5,1,2,2,3,1,1,0,1,0,0,1,1,1,3,100,central_EU,3,3,3,2,2,1,1,2,3,1,8
2,0,1,0,2,1,2,0,1,0,1,1,0,1,3,2,4,3,5,0,1,1,0,1,3,1,2,3,3,3,1,1,1,1,1,1,0,1,0,0,1,1,1,2,90,central_EU,2,3,3,2,2,1,1,2,3,1,20
4,0,0,1,1,1,2,1,0,0,1,1,1,1,3,2,3,3,5,0,1,1,0,1,2,1,2,3,2,4,1,2,2,2,1,0,0,1,0,0,1,1,1,3,40,central_EU,2,2,1,2,1,1,1,1,3,1,2
4,0,0,1,4,1,2,1,0,0,1,1,0,1,3,2,4,2,5,0,1,0,0,1,3,2,2,2,2,3,1,2,2,2,1,1,1,1,1,0,1,1,1,1,80,central_EU,2,3,2,2,2,1,?,?,3,1,10
4,0,1,1,2,1,2,1,0,0,1,2,1,0,4,2,2,2,5,0,0,1,0,1,3,2,3,3,3,4,1,2,2,2,1,1,0,0,1,1,1,1,1,3,100,central_EU,2,1,3,2,2,1,1,2,3,1,4
4,0,0,1,3,1,1,1,0,0,1,1,0,1,3,3,4,2,4,0,0,1,0,1,3,2,3,3,2,1,1,2,1,1,1,1,?,?,?,1,0,1,1,2,25,central_EU,2,2,1,2,1,1,1,2,2,1,20
3,0,1,0,2,1,1,0,1,0,1,1,0,1,3,2,1,2,4,0,1,1,0,1,3,1,3,2,2,2,1,2,2,2,1,1,0,1,1,0,1,1,1,1,100,central_EU,2,3,2,1,2,1,1,2,3,1,8
3,0,1,0,1,1,1,1,0,0,1,3,1,1,3,2,3,1,1,0,0,1,0,0,3,2,3,2,1,2,0,2,2,2,1,1,1,1,0,0,1,1,1,2,50,central_EU,2,2,2,1,2,1,1,2,2,1,10
4,0,0,1,2,1,2,1,0,0,1,1,0,1,3,2,2,2,5,0,1,0,0,1,3,2,3,2,2,3,1,1,2,2,1,1,0,0,1,0,1,1,1,2,100,north_EU,2,1,1,1,1,1,1,1,3,2,5
5,?,?,?,2,0,1,0,1,0,1,1,0,1,3,2,3,1,5,0,0,0,1,1,1,1,3,2,3,3,1,1,1,3,1,0,0,0,1,0,1,0,1,3,100,north_EU,?,2,2,3,1,1,1,?,3,1,5
5,0,0,1,?,1,1,0,0,1,1,1,0,1,3,2,2,1,5,0,1,0,0,1,2,1,3,3,1,2,1,1,1,3,0,0,1,0,0,?,?,1,1,1,100,north_EU,2,2,1,1,1,0,1,2,2,1,0
5,0,0,1,3,1,2,1,0,0,1,1,0,1,3,2,3,3,5,0,1,1,0,1,3,1,2,3,3,4,1,2,2,2,1,1,1,1,1,0,1,0,1,2,100,north_EU,2,3,1,1,2,1,1,2,3,1,10
5,?,?,?,4,1,2,1,0,0,1,1,0,1,3,2,4,2,5,0,1,0,0,1,3,1,2,3,2,5,1,2,?,2,1,1,0,1,1,0,1,1,1,1,100,north_EU,2,3,2,2,2,1,?,?,3,1,10
5,?,?,?,2,0,1,1,0,0,1,1,0,1,3,2,2,1,5,0,1,0,0,1,1,1,1,1,1,2,1,1,?,2,1,0,?,?,?,0,1,1,1,1,100,north_EU,3,3,1,1,1,1,1,?,3,1,10
4,0,0,1,3,1,3,0,1,0,1,1,1,0,4,1,3,3,5,0,1,0,0,1,3,1,3,2,1,3,1,2,2,2,1,1,0,0,1,0,1,1,1,2,100,north_EU,2,3,1,2,1,1,1,2,3,1,15
2,0,1,1,2,1,2,1,0,0,1,1,0,1,3,2,1,2,5,0,1,0,1,1,2,2,3,3,2,5,1,1,2,2,1,0,1,0,1,0,1,1,1,3,60,north_EU,3,2,2,2,2,1,1,2,3,2,9
2,0,1,0,2,1,2,1,0,0,1,1,1,0,4,1,4,2,5,0,1,0,0,1,3,2,2,3,1,4,1,1,1,1,1,1,0,1,1,0,1,1,1,1,90,north_EU,1,3,2,2,2,1,?,?,2,1,15
4,0,0,1,2,1,2,0,1,0,1,2,0,1,3,2,2,2,5,0,1,0,0,1,3,1,3,3,3,3,1,1,1,2,1,1,0,0,1,0,1,1,1,1,100,north_EU,2,3,2,1,2,1,1,1,3,1,10
2,?,?,?,2,1,1,1,0,0,1,1,?,?,4,3,3,2,5,0,1,0,0,1,3,1,2,3,2,4,1,1,2,1,1,1,0,0,1,0,1,1,1,2,100,north_EU,?,3,1,2,1,1,1,1,3,1,15
2,0,1,0,?,1,2,1,0,0,1,1,1,1,3,2,5,3,5,0,0,1,0,1,3,1,2,3,3,5,1,1,3,1,1,1,0,0,1,0,1,0,1,2,80,central_EU,2,3,2,2,2,1,1,2,3,1,15
3,0,0,1,?,1,1,0,1,0,1,3,0,1,4,2,5,3,1,0,0,1,0,1,3,2,2,2,3,1,1,2,2,2,1,1,0,1,0,0,1,1,1,1,0,central_EU,3,3,2,2,2,1,1,2,3,1,14
3,0,1,0,?,1,1,1,0,0,1,1,1,1,3,2,5,1,1,0,1,0,0,0,3,3,3,3,3,1,1,2,2,2,1,1,0,1,0,0,1,1,0,1,10,central_EU,2,3,2,2,2,0,0,2,1,1,14
1,?,?,?,?,0,2,1,0,0,1,2,1,0,3,2,3,2,2,0,0,1,0,0,1,2,2,3,2,1,1,2,?,2,1,0,0,0,1,1,0,1,0,2,25,central_EU,?,3,2,2,2,0,?,?,2,1,7
4,0,0,1,?,1,1,0,1,0,1,2,0,1,4,2,3,1,1,0,0,1,0,0,3,3,3,3,3,1,?,1,1,3,1,1,0,0,1,1,0,1,0,3,20,central_EU,2,3,2,1,2,0,?,2,1,1,9
3,0,1,0,?,1,2,0,1,0,1,2,1,0,3,1,2,2,3,0,0,1,0,0,2,2,3,3,3,4,1,1,1,2,1,0,1,1,0,1,0,1,1,3,100,central_EU,2,2,2,2,2,0,1,1,2,1,11
3,0,1,0,?,1,2,1,0,0,1,1,0,1,4,1,4,3,1,0,1,1,0,1,3,1,2,3,3,1,?,2,1,2,1,1,0,0,1,0,1,0,1,2,0,central_EU,3,3,2,2,2,1,?,2,3,1,0
4,0,0,1,?,1,1,1,0,0,1,3,0,1,3,1,5,1,1,0,1,0,0,1,3,2,3,3,2,1,0,2,2,2,1,1,0,1,0,1,0,1,0,3,8,central_EU,2,2,2,1,2,0,1,2,1,1,12
4,0,0,1,?,1,1,1,0,0,1,2,?,?,3,2,2,1,1,0,0,0,1,1,3,3,3,3,3,1,1,2,3,3,1,1,1,1,1,1,1,1,0,1,100,central_EU,2,3,1,1,1,1,0,1,1,1,25
2,0,0,1,?,0,1,0,0,1,1,2,1,0,3,3,3,1,3,0,0,0,1,0,1,2,2,3,2,1,1,1,2,2,1,0,0,0,1,1,0,1,0,2,5,central_EU,3,1,1,1,1,0,1,1,3,2,11
4,0,0,1,?,0,3,0,1,0,1,1,0,1,4,3,3,2,1,0,0,0,1,0,1,3,3,3,3,1,0,1,?,3,1,0,0,0,1,1,0,1,0,2,0,central_EU,3,2,2,3,3,0,1,2,?,1,4
3,0,0,1,?,1,2,1,0,0,1,1,1,1,4,2,4,1,1,0,0,1,0,0,3,1,3,3,3,1,1,2,2,2,1,1,0,1,1,0,1,1,0,3,20,central_EU,2,2,2,3,3,1,1,2,3,1,5
2,1,0,0,?,1,2,1,0,0,1,2,0,1,4,2,4,3,1,0,0,1,0,1,3,3,3,3,1,2,1,?,2,2,1,1,0,0,1,1,0,1,1,?,60,central_EU,2,2,2,1,2,0,1,2,3,1,9
3,?,?,?,?,0,2,0,1,0,1,3,1,1,3,3,5,1,1,0,0,1,0,1,1,3,3,3,3,1,1,2,2,2,1,0,0,0,1,?,?,1,1,3,10,central_EU,2,3,2,1,2,0,1,?,1,1,12
4,1,0,1,3,1,2,0,1,0,1,1,0,1,3,2,4,2,5,0,0,1,1,1,3,2,2,2,1,5,0,3,2,2,1,1,0,0,1,0,1,1,1,1,35,central_EU,3,2,2,2,2,1,1,2,3,1,6
3,0,1,0,2,1,2,1,0,0,1,1,1,0,4,2,3,2,5,0,1,0,0,1,3,2,3,3,3,5,1,2,2,1,1,1,0,0,1,0,1,1,1,3,100,central_EU,2,3,1,2,2,1,1,2,3,1,10
4,0,0,1,3,1,3,1,0,0,1,1,0,1,4,2,2,2,5,0,1,0,0,1,3,2,2,2,3,5,1,2,2,1,1,1,0,0,1,0,1,1,1,1,0,central_EU,4,2,2,2,2,1,1,2,3,1,10
3,0,0,1,4,1,2,0,1,0,1,2,1,1,4,2,1,2,5,0,1,0,0,1,3,2,3,2,1,4,1,2,2,1,1,1,0,0,1,0,1,1,1,2,100,central_EU,3,1,2,2,2,1,1,2,3,2,20
4,0,0,1,2,1,2,1,0,0,1,2,0,1,3,2,3,2,5,0,1,0,0,1,3,1,2,2,2,2,1,1,?,1,1,1,0,0,1,?,?,1,1,3,100,central_EU,2,3,1,2,2,1,?,?,2,1,10
5,0,0,1,2,0,2,1,0,0,1,1,1,0,3,2,3,2,5,0,1,1,1,1,1,1,2,2,3,4,1,?,?,2,1,0,0,1,0,0,1,0,1,1,50,central_EU,?,3,2,2,2,1,?,?,3,1,8
3,0,1,0,2,0,2,1,0,0,1,1,1,1,4,2,2,3,5,0,1,0,0,1,1,2,3,3,3,5,1,2,2,2,1,0,0,0,1,0,1,1,1,1,100,central_EU,3,3,2,2,2,1,1,2,2,1,10
4,0,0,1,1,0,1,1,0,0,1,1,1,0,3,3,2,1,5,0,1,0,1,1,1,1,3,2,2,5,1,1,2,2,1,0,0,0,0,1,0,0,1,2,60,central_EU,2,2,2,2,2,1,1,2,3,2,10
2,0,0,1,2,0,1,0,1,0,1,1,1,0,3,2,2,1,5,0,1,0,0,1,1,1,3,2,1,3,0,1,1,2,1,0,0,0,1,1,0,0,1,1,100,central_EU,2,3,1,1,1,1,1,1,3,1,10
5,0,0,1,1,1,1,1,0,0,1,2,1,0,4,2,?,1,5,0,1,0,1,1,3,2,3,3,2,2,1,3,2,3,1,1,1,0,1,1,1,1,1,1,100,central_EU,3,1,2,2,2,1,1,2,2,2,8
2,1,0,0,2,1,2,1,0,0,1,1,0,1,3,2,2,3,5,0,1,0,0,1,3,2,3,3,3,5,1,2,2,1,1,1,0,1,1,1,1,1,1,1,100,central_EU,2,3,2,1,2,1,1,?,2,1,10
3,0,1,0,?,1,3,0,1,0,1,?,1,0,4,2,2,3,3,?,?,?,?,1,3,1,3,2,2,5,1,2,2,1,1,1,0,1,1,0,1,1,?,?,100,north_EU,3,3,2,2,2,1,1,2,3,1,25
4,0,1,0,?,1,1,0,0,1,1,?,0,1,3,3,1,2,?,?,?,?,?,1,3,2,3,3,3,?,1,2,2,3,1,1,0,0,1,1,0,1,?,?,?,north_EU,3,3,2,2,2,1,1,2,2,1,21
4,0,0,1,?,1,2,1,0,0,1,?,0,1,3,1,2,2,3,?,?,?,?,1,2,1,3,3,2,5,1,2,3,2,1,0,1,0,0,1,0,0,?,?,100,north_EU,1,3,2,1,2,0,0,2,3,2,28
4,0,0,1,?,1,2,1,0,0,1,?,1,1,3,1,2,2,3,?,?,?,?,1,3,2,3,3,2,5,1,3,2,2,1,1,1,0,1,0,1,1,?,?,100,north_EU,4,3,2,2,2,1,1,2,3,1,28
4,1,0,1,?,1,3,0,1,0,1,?,0,1,3,3,3,3,3,?,?,?,?,1,3,1,3,3,2,3,1,2,2,2,1,1,0,1,1,0,1,1,?,?,70,south_EU,2,2,2,2,2,1,1,2,2,1,21
4,0,0,1,?,1,3,0,1,0,1,?,1,1,4,3,3,3,3,?,?,?,?,0,3,3,3,3,3,3,?,2,2,2,1,1,0,0,1,0,1,1,?,?,100,south_EU,4,2,2,1,2,1,?,2,2,1,20
4,0,0,1,?,1,2,0,1,0,1,?,0,1,3,3,3,2,3,?,?,?,?,1,3,3,3,3,3,3,1,2,1,2,1,1,0,1,1,0,1,1,?,?,100,south_EU,3,2,1,1,1,1,1,2,3,1,24
4,0,0,1,?,1,1,0,1,0,1,?,0,1,3,3,4,2,3,?,?,?,?,0,3,1,3,3,3,2,1,2,2,2,1,1,0,1,1,0,1,1,?,?,100,south_EU,2,2,2,2,2,1,1,2,2,1,17
3,1,0,0,?,1,1,1,0,0,1,?,0,1,3,2,4,2,3,?,?,?,?,1,3,3,3,3,2,1,1,2,2,1,1,1,0,0,1,0,1,1,?,?,100,south_EU,2,3,2,2,2,0,1,1,2,1,26
4,0,0,1,?,1,2,0,1,0,1,?,0,1,3,3,3,2,5,?,?,?,?,1,3,3,3,3,2,3,?,2,2,2,1,1,0,1,1,0,1,1,?,?,100,south_EU,2,2,2,1,2,1,1,2,3,2,22
3,0,1,0,?,1,1,1,0,0,1,1,0,1,2,2,2,1,5,0,1,0,0,1,2,3,3,3,3,1,0,1,1,2,0,0,1,0,0,0,1,1,1,1,50,central_EU,2,2,1,1,2,?,1,1,2,2,0
2,0,1,0,?,1,2,?,?,?,1,1,0,1,3,2,2,3,5,0,1,0,0,1,2,3,3,3,3,1,0,1,1,2,0,0,0,1,1,0,1,1,1,1,50,central_EU,2,1,2,2,2,?,0,1,?,?,0
5,?,?,?,1,0,2,1,0,0,1,1,0,1,3,2,3,2,5,0,1,0,0,0,1,3,?,?,?,2,1,?,?,1,1,0,0,1,0,0,1,1,1,?,50,central_EU,2,1,2,2,2,1,?,?,1,1,1
4,0,0,1,1,1,2,1,0,0,1,2,0,1,3,1,1,2,5,0,1,0,0,0,3,3,3,3,?,5,1,1,2,1,1,1,0,1,0,0,1,1,1,?,100,central_EU,2,2,1,2,1,1,1,2,3,1,22
3,0,0,1,4,1,3,1,0,0,1,2,0,1,3,2,3,3,5,0,0,1,0,0,3,?,3,?,?,4,1,2,2,1,1,1,0,0,1,0,1,1,1,3,75,central_EU,2,2,1,2,2,1,0,1,3,1,20
3,?,?,?,3,0,2,1,0,0,1,3,0,1,2,2,3,2,5,0,0,1,0,0,1,?,3,3,3,4,1,1,1,1,1,0,0,0,1,0,1,1,1,?,100,central_EU,4,3,2,1,2,1,1,?,3,1,15
4,0,0,1,2,1,3,0,0,1,0,1,1,0,4,2,2,3,5,0,0,1,0,1,3,?,3,3,3,3,1,3,3,1,1,1,0,1,0,0,1,1,1,?,100,central_EU,3,3,2,2,3,1,1,2,3,1,7
4,0,0,1,2,1,2,1,0,0,0,1,1,0,3,2,3,1,5,0,1,0,0,0,3,?,3,3,3,3,1,2,2,1,1,1,0,1,1,0,1,0,1,?,100,central_EU,3,1,1,1,1,1,1,2,2,1,5
4,0,0,1,1,1,2,1,0,0,1,1,0,1,3,2,3,2,5,0,1,0,0,0,3,?,3,3,?,2,1,1,1,2,1,1,1,1,0,0,1,1,1,?,100,central_EU,2,2,1,2,1,1,1,2,3,1,4
5,0,0,1,2,1,1,1,0,0,1,1,0,1,3,3,5,1,5,0,1,0,0,0,3,3,3,3,?,5,1,2,2,2,1,1,0,1,0,0,1,0,1,1,95,central_EU,2,2,1,2,2,1,1,2,2,1,10
3,0,1,0,2,1,1,1,0,0,1,1,0,1,4,2,3,1,5,0,1,0,0,0,3,?,3,3,?,3,1,2,2,2,1,1,0,0,1,0,1,1,1,?,80,central_EU,3,3,2,1,2,1,1,2,3,1,5
4,0,0,1,3,1,1,1,0,0,1,1,0,1,3,2,4,1,5,?,?,?,?,0,3,3,3,3,?,5,1,2,1,1,1,1,0,1,1,1,0,1,1,?,80,central_EU,3,2,1,1,1,1,1,2,2,1,10
4,0,0,1,2,1,1,0,1,0,1,2,0,1,3,2,2,1,5,0,1,0,0,1,3,3,3,3,?,5,1,1,2,1,1,1,1,1,0,0,1,1,1,?,50,central_EU,2,3,2,2,2,1,1,2,3,1,10
1,0,0,1,2,1,3,1,0,0,1,2,0,1,1,1,2,3,5,0,1,0,0,1,2,2,2,1,2,1,0,1,1,1,1,0,0,0,1,1,0,0,0,2,0,north_EU,3,3,3,2,2,1,1,1,1,1,10
2,0,1,0,2,0,3,0,1,0,1,2,1,0,3,2,4,3,5,0,1,0,0,1,1,2,3,3,2,3,1,3,2,1,1,0,0,1,1,1,1,1,1,1,100,north_EU,3,3,2,3,2,1,1,1,3,1,10
4,0,0,1,1,1,3,1,0,0,1,1,1,1,4,2,4,3,5,0,0,1,0,1,3,2,2,2,3,5,1,2,1,2,1,1,0,0,1,1,0,0,1,2,100,north_EU,2,3,2,2,2,1,1,2,3,1,2
4,0,0,1,2,0,3,1,0,0,1,1,1,0,3,2,3,2,5,0,1,0,0,1,1,2,3,3,3,5,1,2,1,2,1,0,0,1,1,0,1,1,1,3,100,north_EU,1,3,2,1,2,1,1,1,2,1,4
2,1,0,0,4,0,3,1,0,0,1,1,0,1,2,2,3,3,5,0,1,0,0,1,1,2,3,3,3,5,1,2,1,1,1,0,0,1,1,0,1,1,1,3,0,north_EU,1,3,2,1,2,1,1,1,3,2,10
1,1,0,0,2,1,2,0,1,0,1,1,0,1,3,3,3,3,4,0,0,1,0,1,2,1,3,3,3,2,1,1,1,1,1,0,0,0,1,1,0,1,1,1,73,north_EU,2,1,?,1,1,1,0,1,3,1,8
1,0,0,1,3,0,2,0,0,1,1,2,1,0,3,2,3,3,3,0,1,0,0,1,1,1,3,3,3,1,1,2,1,2,1,0,0,1,1,0,1,1,0,2,60,north_EU,1,3,1,2,2,1,1,1,2,1,10
3,0,1,0,2,1,2,0,1,0,1,1,1,0,3,2,5,2,4,0,0,1,0,0,2,3,2,3,3,2,1,2,2,1,1,0,0,0,1,1,0,1,1,3,50,north_EU,2,2,1,2,2,1,0,2,2,1,5
1,1,0,0,4,1,3,1,0,0,1,1,1,1,4,2,1,3,4,0,1,0,0,0,3,1,3,3,3,3,1,1,1,1,1,1,0,0,1,1,0,1,1,2,90,north_EU,3,3,1,1,1,1,1,2,3,1,11
2,1,0,0,2,1,2,1,0,0,1,1,1,0,4,3,4,2,5,0,1,0,0,1,3,1,3,2,3,5,1,1,2,1,1,1,0,0,1,0,1,1,1,3,50,north_EU,2,3,2,2,2,1,1,2,3,1,8
3,0,1,0,2,0,1,1,0,0,1,1,0,1,3,2,3,2,5,0,1,1,0,1,1,1,3,3,2,5,1,2,2,1,1,0,1,0,1,0,1,1,1,1,75,north_EU,3,2,2,2,2,1,1,?,3,1,7
3,0,0,1,2,1,2,1,0,0,1,1,0,1,3,2,3,2,5,0,0,1,0,1,3,1,3,3,3,5,1,2,2,2,1,1,1,0,0,0,1,1,1,3,60,north_EU,2,3,1,2,2,1,1,2,2,1,10
2,1,0,0,2,1,1,1,0,0,1,1,1,0,3,2,4,2,5,0,0,1,0,0,2,2,3,2,3,2,1,2,2,1,1,0,1,0,0,0,1,1,1,1,20,north_EU,3,2,2,1,2,1,1,2,2,1,11
3,0,0,1,3,1,2,1,0,0,1,1,1,0,4,2,4,2,5,0,1,1,0,1,3,2,2,2,3,4,1,1,2,1,1,1,0,0,1,0,1,1,1,3,50,north_EU,3,3,1,1,1,1,1,2,2,1,15
