south_EU,4,1,1,5,1,1,1,0,0,?,0,3,1,1,1,0,1,2,1,3,0,?,?,?,2,0,?,?,?,?,?,?,?,?,?,3,1,1,1,1,?,?,?,2,?,1,1,?,?,?,?,1,1,0,1,1
south_EU,4,1,2,4,1,1,0,0,0,2,0,2,2,?,1,0,?,?,1,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3,2,1,1,2,?,?,?,2,?,1,2,?,0,1,0,2,2,?,?,3
south_EU,2,1,2,5,1,1,0,0,0,2,100,3,1,1,1,10,1,2,1,2,0,1,1,1,1,1,1,0,1,0,3,3,2,3,1,1,2,2,2,2,0,0,1,1,?,2,2,1,?,?,?,2,2,0,1,3
south_EU,2,1,2,4,1,0,0,0,0,5,90,3,1,1,1,10,0,?,1,2,0,1,0,0,1,1,0,1,0,1,3,2,1,2,2,2,1,1,1,2,0,0,1,?,?,3,2,?,1,0,0,?,1,0,1,3
south_EU,2,1,2,5,1,0,1,0,0,5,0,2,2,1,1,10,1,3,1,2,1,1,0,0,1,1,1,0,1,0,3,3,1,2,2,1,1,1,1,2,0,0,1,3,1,3,2,2,1,0,0,2,2,1,3,3
south_EU,1,1,2,2,1,1,0,0,0,1,100,3,1,0,1,5,1,2,1,3,0,0,0,1,2,1,1,0,0,1,3,3,3,3,2,2,1,2,2,1,0,0,1,2,1,2,3,2,0,1,0,1,2,1,2,2
south_EU,1,1,2,3,1,1,0,0,0,1,100,3,1,0,1,5,1,1,1,2,0,0,0,1,2,1,1,0,0,1,2,2,2,2,3,2,2,2,2,2,0,0,1,2,0,2,1,1,1,0,0,2,1,1,2,3
south_EU,2,1,4,5,0,1,0,0,0,2,51,2,2,0,1,15,1,1,1,3,1,1,0,0,2,1,0,1,1,0,3,3,2,1,3,2,1,1,2,2,1,0,0,1,1,2,2,?,1,0,0,2,2,1,3,4
south_EU,2,1,2,5,1,1,0,0,0,1,100,3,1,?,1,0,1,2,1,2,1,1,0,0,2,0,0,1,1,0,1,1,1,1,2,2,2,2,2,2,1,0,0,2,1,1,2,1,0,1,0,2,2,1,3,2
south_EU,3,1,2,4,1,1,0,0,0,3,100,3,1,1,1,0,1,3,1,3,0,1,0,0,2,1,1,0,0,1,3,3,3,3,2,1,1,1,1,2,0,1,0,2,0,2,2,1,0,1,0,2,2,0,1,2
south_EU,5,1,4,5,0,0,1,0,0,3,60,3,1,1,1,25,1,3,1,3,0,?,?,?,?,0,1,1,1,0,2,2,2,2,3,2,1,2,2,1,0,0,1,3,0,2,3,?,?,?,?,?,2,0,1,3
south_EU,4,1,2,4,1,1,0,0,0,1,100,3,2,1,1,0,1,2,1,3,0,1,0,0,2,1,0,1,0,1,1,1,1,2,3,3,1,2,2,1,1,0,0,2,0,1,2,1,1,0,0,1,1,0,1,2
south_EU,4,1,1,4,1,0,1,0,0,5,80,3,1,1,1,20,1,3,1,1,0,1,1,0,2,1,0,1,0,1,2,3,1,2,1,2,1,1,1,2,0,0,1,1,?,1,3,?,?,?,?,?,1,0,1,3
south_EU,2,1,4,5,1,1,0,0,0,4,100,3,1,1,1,15,1,2,1,2,0,0,1,0,2,1,0,1,0,1,3,2,2,2,1,2,1,2,1,2,0,0,1,2,?,1,1,1,?,?,?,1,1,0,1,2
south_EU,2,1,3,4,1,1,0,0,0,1,100,3,2,0,1,10,1,1,1,3,1,1,0,0,2,1,1,0,1,0,3,3,2,3,2,1,1,2,1,2,0,1,0,2,1,2,1,1,0,1,0,3,1,1,3,3
south_EU,2,1,2,4,1,0,0,1,0,3,90,2,2,1,1,10,1,1,1,3,0,1,0,0,2,1,0,1,0,1,1,2,2,3,3,2,1,2,1,1,0,0,1,?,?,2,3,?,?,?,?,?,1,0,1,2
south_EU,2,1,2,4,1,0,0,1,0,5,70,2,1,1,1,10,1,1,1,3,1,1,0,0,1,1,0,1,0,1,3,3,3,3,2,2,1,2,2,2,0,0,1,3,1,1,3,1,1,0,0,2,2,1,3,3
south_EU,3,1,2,5,0,0,0,1,0,5,100,3,2,1,1,10,1,2,1,1,1,1,0,0,2,1,0,1,1,0,3,2,3,3,3,1,1,2,2,1,1,0,0,2,1,1,2,2,0,1,0,2,1,1,3,2
